"","Koa root","Olapa root","Grass root","Ohia root","Kolea root","Akala root","Soil"
"ASV1120",0,0,0,0,0,0,1
"ASV1121",1,0,1,0,1,0,1
"ASV1124",0,0,0,0,0,1,0
"ASV1129",0,0,0,0,0,1,1
"ASV113",1,0,0,0,0,0,0
"ASV1131",0,0,0,0,0,1,0
"ASV1134",1,0,0,0,0,0,0
"ASV1135",1,1,1,1,1,1,1
"ASV1136",0,0,0,0,1,0,0
"ASV1138",0,0,0,0,1,0,0
"ASV1141",0,0,0,0,1,0,0
"ASV1142",0,0,0,0,0,0,1
"ASV1143",0,0,0,1,0,0,0
"ASV1155",1,1,1,1,1,1,1
"ASV1156",0,0,1,1,0,1,0
"ASV1157",1,0,1,1,0,0,1
"ASV1158",0,0,0,0,0,0,1
"ASV116",0,0,0,1,0,0,0
"ASV1163",1,0,0,0,0,0,0
"ASV1165",1,0,0,0,0,0,0
"ASV1167",0,0,0,0,0,0,1
"ASV1169",0,0,0,1,0,0,0
"ASV117",0,0,0,0,0,0,1
"ASV1170",1,0,1,0,0,0,1
"ASV1172",1,0,0,0,0,1,0
"ASV1175",1,1,0,0,1,1,1
"ASV1176",1,1,1,1,1,1,1
"ASV1177",0,0,0,1,0,0,0
"ASV118",0,0,0,0,0,0,1
"ASV1182",0,0,0,0,1,0,0
"ASV1183",0,0,0,0,0,0,1
"ASV1184",1,0,0,0,0,0,1
"ASV1185",0,0,0,0,0,0,1
"ASV1187",0,0,0,1,0,0,0
"ASV1189",1,1,1,1,1,1,1
"ASV119",1,1,0,0,0,0,0
"ASV1191",0,0,0,0,0,1,1
"ASV1192",0,0,0,0,1,0,0
"ASV1193",0,0,0,0,1,0,0
"ASV1195",1,0,1,1,1,1,1
"ASV1197",0,1,1,0,1,1,1
"ASV1198",0,1,0,0,0,0,0
"ASV1199",1,1,1,1,1,1,1
"ASV12",0,1,0,0,0,0,0
"ASV1201",0,0,0,1,0,0,0
"ASV1202",0,0,0,0,0,0,1
"ASV1203",1,0,1,1,0,0,0
"ASV1204",1,0,1,0,0,1,1
"ASV1205",1,0,1,0,0,1,0
"ASV1206",0,0,0,0,0,1,0
"ASV1207",1,0,1,0,0,1,1
"ASV1208",1,0,1,0,0,1,1
"ASV1209",1,0,1,0,0,1,0
"ASV121",0,0,0,0,0,0,1
"ASV1211",1,0,0,0,0,0,0
"ASV1212",1,1,1,0,1,0,0
"ASV1215",0,0,0,0,1,0,1
"ASV1217",0,0,1,0,0,1,1
"ASV1218",0,0,0,0,1,0,0
"ASV122",1,1,0,1,0,0,1
"ASV1220",0,0,0,0,0,0,1
"ASV1221",0,0,0,0,0,0,1
"ASV1223",0,0,0,0,0,0,1
"ASV1225",0,0,0,0,0,1,0
"ASV1226",0,0,1,0,0,0,0
"ASV1228",1,0,1,1,1,0,1
"ASV123",0,0,0,0,1,0,1
"ASV1231",0,0,0,1,1,0,1
"ASV1232",0,0,0,0,1,0,0
"ASV1233",1,1,1,1,1,1,1
"ASV1240",1,0,1,0,0,1,1
"ASV1243",1,0,0,1,0,1,1
"ASV1245",0,0,0,0,0,0,1
"ASV1246",0,0,0,0,0,1,0
"ASV1247",0,0,0,1,0,0,0
"ASV1249",0,0,0,0,0,0,1
"ASV125",0,0,0,0,0,0,1
"ASV1250",1,0,0,0,0,0,1
"ASV1251",0,0,0,0,0,0,1
"ASV1252",0,0,1,0,0,0,0
"ASV1254",0,0,0,0,0,0,1
"ASV1256",1,0,0,0,0,1,1
"ASV1257",1,0,1,0,0,0,1
"ASV1258",0,0,0,0,0,0,1
"ASV1259",1,0,0,0,1,0,1
"ASV126",0,0,0,1,0,0,1
"ASV1260",0,0,0,0,1,0,0
"ASV1261",0,0,1,0,0,0,0
"ASV1263",1,0,0,0,0,0,0
"ASV1265",1,0,0,0,0,1,1
"ASV1266",1,0,0,0,0,0,0
"ASV1268",1,0,1,0,0,1,1
"ASV1269",0,0,0,0,0,0,1
"ASV127",1,0,0,1,0,0,1
"ASV1271",1,0,1,0,1,1,1
"ASV1272",1,0,1,0,0,1,1
"ASV1273",1,0,1,0,0,0,1
"ASV1274",0,0,0,0,0,0,1
"ASV1277",1,0,0,0,0,0,1
"ASV1278",0,0,0,0,0,0,1
"ASV1279",0,0,1,1,1,1,1
"ASV1280",0,0,1,0,1,1,1
"ASV1281",0,0,0,0,0,0,1
"ASV1283",0,0,0,0,0,1,0
"ASV1284",1,0,1,0,1,0,0
"ASV1285",1,0,0,0,0,0,1
"ASV1286",0,1,0,0,0,0,0
"ASV129",0,0,0,0,0,1,0
"ASV1290",0,0,0,0,1,0,0
"ASV1300",0,0,0,0,1,0,0
"ASV1301",0,0,1,0,0,0,0
"ASV1302",1,0,0,0,0,0,0
"ASV1303",1,1,1,1,1,1,1
"ASV1304",1,0,0,0,0,0,0
"ASV1305",0,0,1,0,0,0,0
"ASV1306",1,0,0,0,0,0,0
"ASV1309",0,0,1,0,0,0,0
"ASV1310",0,0,0,0,0,1,0
"ASV1311",0,1,0,0,0,0,0
"ASV1312",0,0,0,0,0,1,0
"ASV1313",1,1,1,1,1,1,1
"ASV1314",0,1,0,0,0,0,0
"ASV1319",0,0,1,0,0,0,0
"ASV132",0,0,0,0,0,1,0
"ASV1322",0,0,0,1,1,0,1
"ASV1323",0,0,0,0,1,0,0
"ASV1324",0,0,1,1,1,0,1
"ASV1325",0,1,0,0,0,0,0
"ASV1326",0,0,0,0,1,0,0
"ASV1328",0,0,0,0,0,0,1
"ASV1329",1,0,0,0,0,0,1
"ASV133",0,0,0,0,0,0,1
"ASV1330",0,0,0,0,1,0,1
"ASV1333",0,0,0,0,1,0,0
"ASV1335",0,0,0,0,0,0,1
"ASV1336",1,1,0,0,1,1,1
"ASV1337",0,0,0,0,0,0,1
"ASV1338",0,0,0,1,0,0,0
"ASV134",0,0,0,0,0,0,1
"ASV1340",0,0,0,1,0,0,0
"ASV1349",0,0,0,0,1,0,0
"ASV135",0,0,0,0,1,0,1
"ASV1351",1,0,1,0,0,1,1
"ASV1352",0,0,0,0,0,0,1
"ASV1356",0,0,0,0,0,0,1
"ASV1357",0,0,0,0,0,0,1
"ASV1358",0,0,0,0,1,0,0
"ASV136",0,0,0,0,1,0,1
"ASV1361",0,0,0,0,0,0,1
"ASV1362",0,0,0,0,0,0,1
"ASV1364",0,0,0,0,0,0,1
"ASV1365",0,0,0,0,0,0,1
"ASV1366",0,0,0,0,0,0,1
"ASV1367",0,0,0,0,0,0,1
"ASV1369",0,0,1,0,0,0,0
"ASV137",1,0,0,1,0,1,1
"ASV1371",0,0,1,0,0,0,1
"ASV1372",0,0,0,0,1,0,0
"ASV1374",0,0,0,0,0,0,1
"ASV1384",0,0,0,1,0,0,0
"ASV1386",1,0,0,0,0,0,0
"ASV1388",0,0,0,0,1,0,0
"ASV1389",1,0,0,0,0,0,0
"ASV139",0,0,0,1,0,0,1
"ASV1390",1,0,0,0,0,0,0
"ASV1391",1,0,0,0,0,1,1
"ASV1392",0,0,0,0,1,0,0
"ASV1393",0,0,0,0,1,0,0
"ASV1394",1,0,1,0,0,0,1
"ASV1395",0,0,0,0,1,0,0
"ASV1396",1,0,1,0,1,0,1
"ASV1397",0,0,0,1,0,0,0
"ASV14",0,0,0,0,1,0,0
"ASV140",0,1,0,0,0,0,0
"ASV1400",1,1,1,1,0,1,1
"ASV1402",0,0,0,0,1,0,0
"ASV1403",0,0,0,0,0,0,1
"ASV1404",1,0,0,0,0,0,0
"ASV1408",0,0,0,0,1,0,0
"ASV141",0,0,0,0,0,0,1
"ASV1414",0,0,0,0,1,0,0
"ASV1417",0,0,0,0,0,0,1
"ASV1424",1,0,0,0,0,1,0
"ASV1425",0,0,0,0,1,0,0
"ASV1426",1,0,0,0,0,0,0
"ASV1427",0,0,0,0,0,0,1
"ASV1428",1,1,1,1,1,1,1
"ASV143",0,1,1,1,0,0,1
"ASV1430",0,0,0,0,0,0,1
"ASV1431",0,0,0,0,1,0,0
"ASV1435",0,0,1,0,0,0,0
"ASV1436",0,0,0,0,1,0,0
"ASV1437",0,0,0,0,1,0,0
"ASV1438",0,0,0,0,1,0,0
"ASV1439",0,0,0,0,1,0,0
"ASV144",0,0,0,0,0,0,1
"ASV1442",0,1,0,0,0,0,0
"ASV1443",1,0,0,0,0,0,0
"ASV1444",0,0,0,0,1,0,0
"ASV1447",0,0,0,0,1,0,0
"ASV1450",0,0,1,0,1,1,1
"ASV1451",0,0,1,0,1,1,0
"ASV1452",0,0,1,0,0,1,1
"ASV1454",0,0,1,0,0,1,1
"ASV1455",0,0,1,0,1,1,0
"ASV1456",0,0,1,0,1,1,1
"ASV1457",0,0,1,0,0,1,1
"ASV1459",0,0,0,0,1,0,0
"ASV146",0,0,0,0,1,0,0
"ASV1460",0,0,1,0,1,0,1
"ASV1461",1,0,0,0,1,0,0
"ASV1463",0,0,0,0,1,0,0
"ASV1468",1,0,1,1,1,1,1
"ASV1469",0,0,0,0,0,1,0
"ASV1475",1,1,1,1,0,1,1
"ASV1476",1,0,1,0,1,1,1
"ASV1477",0,0,0,1,0,0,0
"ASV1481",0,0,1,0,0,1,1
"ASV1483",0,0,1,0,0,1,1
"ASV1484",1,0,1,0,1,1,1
"ASV1486",0,0,0,0,0,1,0
"ASV1487",1,0,0,0,0,0,0
"ASV1488",0,0,0,0,1,0,0
"ASV1491",0,0,1,0,0,0,1
"ASV1492",0,0,1,0,0,1,1
"ASV1493",0,0,1,0,0,0,0
"ASV1494",1,0,1,0,0,1,1
"ASV1497",1,0,0,0,0,0,0
"ASV1498",1,0,1,0,0,1,0
"ASV1499",0,0,1,0,0,0,1
"ASV15",0,1,0,0,0,0,0
"ASV1500",0,0,0,0,1,0,0
"ASV1501",0,0,1,0,0,1,1
"ASV1502",0,0,1,0,0,1,0
"ASV1503",0,0,1,0,0,0,0
"ASV1505",0,0,0,0,1,0,0
"ASV1506",1,0,1,0,0,1,0
"ASV1508",0,0,1,0,0,0,0
"ASV1510",1,0,0,1,0,0,1
"ASV1514",1,1,1,1,1,1,1
"ASV1515",0,0,1,0,0,0,0
"ASV1516",0,0,1,0,0,0,1
"ASV1517",0,0,1,0,0,0,0
"ASV1519",0,0,0,0,1,0,0
"ASV152",1,0,0,0,0,0,0
"ASV1520",0,0,1,0,0,0,0
"ASV1521",1,0,1,0,0,1,0
"ASV1528",0,0,0,0,0,0,1
"ASV1529",0,0,0,0,1,0,0
"ASV1531",0,0,0,0,1,0,0
"ASV1534",1,0,1,1,0,1,1
"ASV1535",0,0,0,0,0,0,1
"ASV1536",0,0,0,0,0,0,1
"ASV1539",1,0,1,0,0,0,1
"ASV154",0,0,1,0,0,0,0
"ASV1541",0,0,0,0,1,0,0
"ASV1542",1,0,0,0,0,0,1
"ASV1543",0,0,1,0,0,0,0
"ASV1545",0,0,0,1,0,0,0
"ASV1549",0,0,1,0,0,0,0
"ASV155",0,0,0,0,0,0,1
"ASV1550",1,0,1,1,1,1,1
"ASV1551",1,1,1,1,1,1,1
"ASV1553",0,0,0,1,0,0,0
"ASV1554",0,0,0,0,0,1,0
"ASV1555",1,1,0,1,0,0,0
"ASV1556",1,1,1,1,1,1,0
"ASV1557",1,1,1,1,1,0,0
"ASV156",0,1,1,1,0,1,1
"ASV1560",0,0,0,0,0,1,0
"ASV1561",1,1,1,1,1,1,1
"ASV1563",0,0,0,0,1,0,0
"ASV1564",1,1,1,1,1,0,0
"ASV1565",1,0,0,0,0,1,1
"ASV1566",1,1,1,1,1,1,1
"ASV1567",0,0,0,0,0,1,0
"ASV1569",0,1,0,0,0,0,0
"ASV157",0,0,0,0,0,0,1
"ASV1571",1,0,1,1,0,1,1
"ASV1573",0,0,0,1,0,0,0
"ASV1574",0,0,0,1,0,0,0
"ASV1577",0,0,1,0,0,0,0
"ASV1578",0,1,0,0,0,0,0
"ASV1579",0,0,0,0,0,1,0
"ASV158",0,0,0,0,0,0,1
"ASV1581",0,0,0,0,0,1,0
"ASV1583",0,0,0,1,0,0,0
"ASV1584",1,0,0,0,0,0,0
"ASV1585",0,1,0,0,0,0,0
"ASV1587",0,1,0,0,0,0,0
"ASV159",0,0,0,0,0,0,1
"ASV1591",0,0,1,0,0,0,0
"ASV1594",0,0,1,0,1,0,0
"ASV1595",0,0,0,0,1,0,0
"ASV1598",0,1,0,0,0,1,0
"ASV160",0,0,0,0,0,0,1
"ASV1601",0,1,0,0,0,0,0
"ASV1604",0,0,0,1,0,0,0
"ASV1607",0,0,0,0,0,1,0
"ASV161",0,0,1,0,0,0,0
"ASV1614",0,0,0,0,1,0,0
"ASV1615",0,0,0,1,0,0,0
"ASV1616",1,0,0,0,0,0,0
"ASV1617",1,0,0,0,0,0,0
"ASV162",0,0,1,0,0,0,0
"ASV163",0,0,0,0,1,0,1
"ASV1631",0,0,0,0,1,0,0
"ASV1635",0,0,0,0,0,0,1
"ASV1637",0,0,0,0,1,0,0
"ASV164",0,0,0,0,0,0,1
"ASV1641",0,0,0,1,0,0,0
"ASV1642",0,0,0,1,0,0,0
"ASV1644",1,0,0,0,0,0,0
"ASV1645",1,0,0,1,0,0,0
"ASV1646",0,1,0,0,0,0,0
"ASV1647",0,1,0,0,0,0,0
"ASV165",0,0,0,0,0,0,1
"ASV1653",0,0,0,0,1,0,0
"ASV1654",0,0,1,0,0,0,0
"ASV1655",0,0,1,0,0,0,0
"ASV1656",0,0,0,0,0,0,1
"ASV1657",0,0,1,0,0,0,0
"ASV166",0,0,0,0,1,0,0
"ASV1660",0,0,0,0,1,0,0
"ASV1664",0,0,0,0,1,0,0
"ASV1668",0,0,0,0,0,1,0
"ASV1669",0,0,0,1,0,0,0
"ASV167",0,0,0,0,0,0,1
"ASV1676",0,0,1,0,0,0,0
"ASV1677",0,0,0,0,1,0,0
"ASV1678",1,0,0,0,0,0,0
"ASV1679",1,0,0,0,0,0,0
"ASV1681",0,0,0,0,1,0,0
"ASV1687",0,0,0,0,0,0,1
"ASV1688",1,0,1,1,0,1,1
"ASV1689",1,0,1,0,0,1,1
"ASV1690",1,0,0,0,0,0,0
"ASV1691",1,0,1,1,0,1,1
"ASV1693",1,1,0,1,0,0,1
"ASV1694",1,0,0,0,0,0,0
"ASV1695",0,1,0,0,0,1,0
"ASV1697",0,0,0,0,0,0,1
"ASV1698",0,0,0,0,0,0,1
"ASV1699",1,1,1,1,1,1,1
"ASV170",0,0,0,0,0,0,1
"ASV1700",1,1,1,1,1,1,1
"ASV1704",1,0,0,0,0,0,0
"ASV1705",0,1,0,0,0,0,0
"ASV1706",0,0,1,0,0,0,0
"ASV1708",0,0,0,0,1,0,0
"ASV1709",1,1,0,1,1,1,1
"ASV171",0,0,0,1,0,0,0
"ASV1710",0,0,0,0,1,0,0
"ASV1712",1,1,0,1,1,0,1
"ASV1715",1,1,0,1,1,0,0
"ASV1716",0,0,0,0,0,0,1
"ASV1717",1,1,0,1,1,1,1
"ASV1718",0,0,0,0,1,0,0
"ASV1719",1,1,1,1,1,1,1
"ASV172",0,0,0,0,0,0,1
"ASV1720",0,0,0,0,0,0,1
"ASV1721",0,1,0,0,0,0,0
"ASV1722",0,0,0,1,0,0,0
"ASV1724",0,0,0,1,0,0,1
"ASV1725",0,0,0,0,0,0,1
"ASV1726",1,1,0,1,0,0,1
"ASV1727",1,1,0,1,1,1,1
"ASV173",0,0,0,0,0,0,1
"ASV1730",0,0,0,0,0,0,1
"ASV1731",1,1,0,1,1,1,1
"ASV1734",0,0,0,0,1,0,0
"ASV1735",0,0,0,0,1,0,0
"ASV1736",0,0,1,0,0,0,0
"ASV1737",0,0,1,0,0,0,0
"ASV1740",0,0,0,0,1,0,0
"ASV1741",0,0,0,0,0,0,1
"ASV1742",1,1,0,1,1,1,1
"ASV1743",1,1,0,1,0,0,1
"ASV1745",0,0,0,0,0,0,1
"ASV1746",1,0,0,0,0,0,1
"ASV1747",0,0,0,1,1,0,1
"ASV1749",0,0,1,0,0,0,0
"ASV1750",0,0,0,0,0,0,1
"ASV1751",0,1,0,0,1,0,1
"ASV1752",0,0,0,1,0,0,1
"ASV1754",0,0,0,0,1,0,0
"ASV1756",0,0,0,0,1,0,0
"ASV1757",0,0,0,0,0,0,1
"ASV1759",0,0,0,0,0,0,1
"ASV1760",0,1,0,0,0,0,1
"ASV1761",0,1,0,0,0,0,1
"ASV1762",0,0,0,0,0,0,1
"ASV1764",0,0,0,0,0,0,1
"ASV1765",0,1,0,0,0,0,1
"ASV1766",0,0,0,1,0,0,1
"ASV1767",0,0,0,0,1,0,0
"ASV1768",1,0,0,0,0,0,0
"ASV1770",0,0,0,1,0,0,0
"ASV1771",1,0,1,0,0,0,1
"ASV1773",0,0,0,0,0,0,1
"ASV1774",1,0,1,0,0,0,1
"ASV1777",1,0,0,0,1,1,1
"ASV1780",0,0,1,0,0,0,1
"ASV1781",0,0,0,0,0,0,1
"ASV1783",0,0,0,0,0,0,1
"ASV1784",0,0,0,0,0,1,0
"ASV1785",0,0,0,0,0,0,1
"ASV1786",1,0,0,0,0,1,0
"ASV1787",1,0,0,1,1,1,1
"ASV1788",1,0,0,0,0,0,1
"ASV1790",0,0,0,0,0,1,0
"ASV1791",0,0,1,0,0,0,0
"ASV1792",1,0,1,1,0,1,1
"ASV1793",0,0,1,0,0,0,0
"ASV1794",0,0,0,1,0,0,0
"ASV1795",1,0,1,1,1,1,1
"ASV1796",0,0,0,0,0,0,1
"ASV1797",1,1,0,1,0,1,1
"ASV1798",1,0,0,1,1,1,1
"ASV1799",1,0,0,0,0,1,0
"ASV18",0,0,0,0,0,1,0
"ASV180",0,0,0,0,0,0,1
"ASV1800",0,0,0,1,0,0,0
"ASV1801",1,0,0,1,1,1,1
"ASV1802",0,0,0,0,0,0,1
"ASV1803",0,0,0,0,0,0,1
"ASV1806",1,1,1,0,1,0,1
"ASV1807",0,0,0,1,0,0,1
"ASV181",1,0,0,0,0,0,0
"ASV1811",0,1,0,0,0,0,0
"ASV1812",1,0,0,0,0,0,0
"ASV1815",1,1,1,1,1,1,1
"ASV1816",0,0,1,0,0,0,0
"ASV1817",0,0,0,0,1,0,0
"ASV1818",0,0,1,0,0,0,1
"ASV1823",0,0,1,0,0,1,1
"ASV1826",0,0,1,0,0,0,0
"ASV1828",0,0,0,0,0,0,1
"ASV1829",0,1,0,1,1,0,1
"ASV1830",0,0,0,0,0,0,1
"ASV1831",0,1,0,0,0,0,0
"ASV1833",1,0,0,0,0,0,0
"ASV1834",1,1,1,0,1,0,1
"ASV1836",1,0,1,0,0,1,1
"ASV1837",0,0,1,0,1,0,1
"ASV184",1,0,0,0,0,0,0
"ASV1842",0,0,0,0,0,0,1
"ASV1843",0,0,0,0,1,0,0
"ASV1845",1,1,0,1,1,1,1
"ASV1846",1,0,0,0,0,0,0
"ASV1847",0,0,0,0,0,0,1
"ASV1848",0,0,0,0,0,0,1
"ASV1850",0,0,0,0,0,0,1
"ASV1851",0,0,0,0,0,0,1
"ASV1854",0,0,0,0,0,0,1
"ASV1858",1,1,0,1,1,1,1
"ASV1859",0,0,0,0,1,0,0
"ASV186",0,0,0,0,1,0,0
"ASV1861",0,0,0,0,1,0,0
"ASV1863",1,1,0,1,1,1,1
"ASV1864",0,0,0,0,0,0,1
"ASV1866",0,1,0,1,1,0,0
"ASV1868",0,0,0,0,1,0,0
"ASV1869",0,0,0,0,1,0,0
"ASV187",1,0,0,0,0,0,0
"ASV1870",1,0,0,1,1,0,1
"ASV1871",1,1,1,1,1,1,1
"ASV1874",0,0,0,0,0,0,1
"ASV1875",1,0,1,1,1,1,1
"ASV1876",1,0,0,1,1,1,1
"ASV1877",1,0,0,1,1,1,1
"ASV1878",0,0,0,1,0,0,1
"ASV1879",0,0,0,1,0,0,1
"ASV188",0,0,0,0,1,0,0
"ASV1880",0,1,0,0,0,0,1
"ASV1881",1,0,1,1,1,1,1
"ASV1883",0,0,0,1,0,1,0
"ASV1884",0,0,0,0,0,0,1
"ASV1889",0,0,0,0,0,0,1
"ASV189",0,0,0,0,0,0,1
"ASV1890",0,0,0,0,0,0,1
"ASV1892",0,0,0,1,0,0,0
"ASV1893",0,1,0,0,0,0,0
"ASV1894",0,0,0,1,1,0,1
"ASV1895",1,0,1,1,1,1,1
"ASV1896",0,0,0,0,0,0,1
"ASV1898",0,1,1,1,1,0,1
"ASV19",1,0,0,0,0,0,0
"ASV190",0,0,0,0,1,0,1
"ASV1900",1,0,0,0,0,0,0
"ASV1901",1,0,0,0,0,0,1
"ASV1902",0,0,0,0,0,0,1
"ASV1903",0,0,0,0,1,0,0
"ASV1904",0,0,0,0,0,0,1
"ASV1905",0,0,0,0,0,0,1
"ASV1907",1,0,0,0,0,0,0
"ASV1912",1,0,0,0,0,0,1
"ASV1913",0,0,0,0,0,1,1
"ASV1916",0,0,0,0,1,1,1
"ASV1917",0,0,0,0,0,0,1
"ASV1918",0,0,0,0,1,0,0
"ASV1919",1,0,0,0,0,0,0
"ASV192",0,0,0,0,0,0,1
"ASV1926",1,0,0,0,0,0,1
"ASV193",0,0,0,0,1,0,0
"ASV1930",0,0,0,0,0,0,1
"ASV1931",0,0,0,0,0,0,1
"ASV1932",0,0,0,0,0,0,1
"ASV1933",0,0,0,0,0,0,1
"ASV1934",0,0,0,0,0,0,1
"ASV1937",0,0,0,0,0,0,1
"ASV1938",0,0,0,0,0,0,1
"ASV1939",0,0,0,0,0,0,1
"ASV194",0,0,0,0,0,0,1
"ASV1940",1,0,0,1,0,0,0
"ASV1941",1,0,1,0,1,1,1
"ASV1942",0,0,0,0,1,0,0
"ASV1945",0,0,0,0,0,1,0
"ASV1946",1,1,1,1,1,1,1
"ASV1947",0,0,0,0,0,1,0
"ASV1948",1,1,1,1,1,1,1
"ASV195",0,0,0,0,1,0,0
"ASV1950",0,0,0,1,0,0,0
"ASV1953",1,1,1,1,1,1,1
"ASV1955",0,0,0,0,1,0,0
"ASV1957",0,0,0,0,0,0,1
"ASV196",0,0,0,0,0,1,0
"ASV1962",1,0,0,0,0,0,0
"ASV1963",0,0,0,0,1,0,0
"ASV1968",1,0,0,0,0,0,0
"ASV197",0,1,0,0,0,0,1
"ASV1977",0,0,0,1,0,0,0
"ASV198",0,0,0,0,0,0,1
"ASV1985",1,0,0,0,0,0,0
"ASV1992",1,0,0,0,0,0,0
"ASV1993",0,0,0,0,0,1,0
"ASV1998",0,0,1,0,0,0,0
"ASV1999",0,0,0,0,0,0,1
"ASV200",0,0,0,1,0,0,0
"ASV2002",0,0,1,0,0,0,0
"ASV2004",0,0,1,0,0,0,0
"ASV2009",0,0,0,0,0,0,1
"ASV201",0,1,1,0,1,0,1
"ASV2010",0,0,0,0,0,0,1
"ASV202",1,0,0,0,0,0,0
"ASV2020",0,0,0,0,0,1,0
"ASV2028",0,0,0,1,0,0,0
"ASV203",0,0,1,0,0,0,0
"ASV2038",1,0,0,0,0,0,0
"ASV2039",0,0,1,0,0,0,0
"ASV204",0,0,0,0,0,1,0
"ASV2040",0,0,0,0,1,0,0
"ASV2042",0,0,0,0,0,0,1
"ASV2049",1,0,0,0,0,1,1
"ASV2050",0,0,0,0,0,0,1
"ASV2053",1,0,0,0,0,1,1
"ASV2054",1,1,1,1,1,1,1
"ASV2055",1,0,1,1,1,1,1
"ASV2058",1,0,0,1,0,0,1
"ASV2060",0,0,0,0,0,1,1
"ASV2063",1,1,1,1,1,1,1
"ASV2066",0,0,0,0,0,1,0
"ASV2069",0,0,0,0,1,0,0
"ASV207",0,0,0,0,1,0,0
"ASV2070",0,0,0,0,1,0,0
"ASV2072",1,1,1,1,1,1,1
"ASV2074",0,0,0,0,0,0,1
"ASV208",1,1,1,1,1,1,1
"ASV213",0,0,0,0,0,0,1
"ASV214",1,0,0,0,0,0,0
"ASV215",1,0,1,1,1,1,1
"ASV216",0,0,0,0,0,1,0
"ASV219",0,0,1,0,0,0,0
"ASV22",0,0,0,1,0,0,0
"ASV220",1,0,0,0,0,0,0
"ASV221",0,0,1,0,0,0,1
"ASV222",0,0,0,0,0,0,1
"ASV223",0,0,1,0,0,0,1
"ASV224",1,1,1,1,0,0,1
"ASV225",0,0,1,0,0,0,0
"ASV227",0,0,0,0,0,0,1
"ASV229",1,1,0,0,0,1,1
"ASV23",0,0,0,0,1,0,0
"ASV230",0,0,1,0,0,0,1
"ASV232",1,1,1,0,1,0,1
"ASV233",0,0,0,1,0,0,1
"ASV235",0,0,1,0,0,0,0
"ASV236",0,0,1,0,1,0,1
"ASV239",0,0,0,0,0,0,1
"ASV240",0,0,1,0,0,0,0
"ASV241",0,1,0,0,0,0,1
"ASV244",0,0,0,0,0,0,1
"ASV245",0,0,0,0,0,1,0
"ASV246",0,0,1,0,0,1,1
"ASV248",0,0,0,0,0,0,1
"ASV249",0,0,0,0,1,0,1
"ASV25",0,0,0,0,1,0,0
"ASV252",0,0,0,0,0,0,1
"ASV253",0,0,0,0,0,0,1
"ASV254",0,0,0,0,0,0,1
"ASV255",0,0,0,0,0,0,1
"ASV256",0,0,0,0,0,0,1
"ASV257",1,1,0,0,1,0,1
"ASV258",0,0,0,0,0,0,1
"ASV261",0,0,0,0,0,0,1
"ASV262",0,0,0,0,0,0,1
"ASV264",0,0,0,0,0,0,1
"ASV265",0,0,0,0,0,0,1
"ASV266",0,0,0,0,0,1,0
"ASV267",0,0,1,0,0,0,0
"ASV269",0,0,0,0,0,1,0
"ASV27",0,1,0,0,0,0,1
"ASV270",0,1,0,0,0,0,0
"ASV272",1,0,0,0,0,0,0
"ASV274",0,1,0,0,0,0,0
"ASV275",0,0,0,1,0,0,0
"ASV276",0,0,0,0,0,0,1
"ASV28",0,0,0,1,0,0,0
"ASV280",0,0,0,1,0,0,1
"ASV282",0,0,0,0,1,0,0
"ASV285",0,0,0,0,0,0,1
"ASV287",0,1,0,0,0,0,0
"ASV289",1,0,0,0,0,0,0
